Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_per_Hectare,Revenue_per_Hectare,Cost_per_Hectare,Calculated_Production,Production_Error,Calculated_Profit,Profit_Error,Agricultural_Performance_Index
SF11700,Punjab,Erode,Pulses,Kharif,13.05,868.3,23.2,71.6,6.7,6.46,27.9,69.8,67.1,123.8,Rainfed,268.3,4.71,0.87,1.19,15.53,64572,832415,1002803,170388,2533,6.131,52.3,13056.551724137931,76843.1417624521,63786.59003831417,15.5295,0.0004999999999988347,170388,0,0.18551217258564826
SF11701,Madhya Pradesh,Indore,Rice,Rabi,3.09,544.8,23.2,49.6,7.1,5.78,16.2,102.8,74.0,108.1,Sprinkler,111.4,3.19,0.87,1.38,4.26,20949,184868,89243,-95625,4594,0.927,42.2,-30946.601941747573,28881.229773462783,59827.831715210355,4.2642,-0.0041999999999999815,-95625,0,0.1873497025061257
SF11702,Madhya Pradesh,Warangal,Rice,Rabi,0.68,268.4,22.7,54.5,7.5,6.32,27.3,87.3,62.8,96.5,Sprinkler,214.1,5.53,0.99,2.31,1.57,21311,47268,33458,-13810,995,1.578,26.0,-20308.823529411762,49202.94117647059,69511.76470588235,1.5708000000000002,-0.0008000000000001339,-13810,0,0.2437758728588955
SF11703,Telangana,Indore,Rice,Rabi,5.39,239.2,23.1,53.2,7.5,6.99,16.3,133.6,62.5,115.4,Flood,267.7,4.91,0.73,2.38,12.83,23474,359829,301171,-58658,10083,1.272,32.7,-10882.74582560297,55875.881261595554,66758.62708719852,12.828199999999999,0.001800000000001134,-58658,0,0.22093440581510876
SF11704,Tamil Nadu,Raichur,Sugarcane,Kharif,9.35,845.8,30.6,78.9,7.7,6.78,22.8,141.4,51.0,93.3,Flood,193.5,4.22,0.97,71.42,667.78,3938,664050,2629718,1965668,18582,35.937,46.1,210231.87165775403,281253.26203208556,71021.39037433156,667.777,0.0029999999999290594,1965668,0,0.5547805698513988
SF11705,Punjab,Indore,Groundnut,Rabi,10.07,80.0,22.3,48.3,7.2,5.2,25.6,153.6,22.3,58.7,Sprinkler,166.4,3.73,0.71,0.3,3.02,50998,668966,154014,-514952,5793,0.521,31.1,-51137.239324726914,15294.33962264151,66431.57894736841,3.021,-0.0009999999999998899,-514952,0,0.19693990828891092
SF11706,Andhra Pradesh,Raichur,Groundnut,Kharif,14.64,829.4,32.3,79.5,6.6,6.47,38.9,158.6,50.4,132.3,Sprinkler,276.0,7.12,0.86,1.85,27.08,51416,978911,1392345,413434,7832,3.458,55.9,28240.02732240437,95105.53278688525,66865.50546448087,27.084000000000003,-0.0040000000000048885,413434,0,0.179354555231323
SF11707,Karnataka,Krishna,Maize,Kharif,1.41,849.3,30.7,83.5,7.0,6.61,37.3,117.6,64.8,141.2,Rainfed,89.4,3.19,0.71,3.91,5.51,22852,76242,125915,49673,449,12.272,65.9,35229.0780141844,89301.41843971632,54072.34042553192,5.5131,-0.0030999999999998806,49673,0,0.16535692638987276
SF11708,Tamil Nadu,Rajkot,Pulses,Kharif,10.44,644.6,30.7,75.5,7.5,6.88,29.8,102.2,87.4,51.7,Flood,228.3,5.3,0.78,1.22,12.74,65124,852257,829680,-22577,5253,2.425,55.1,-2162.5478927203067,79471.2643678161,81633.8122605364,12.736799999999999,0.003200000000001424,-22577,0,0.15662066901665078
SF11709,Madhya Pradesh,Rajkot,Wheat,Rabi,1.22,585.1,24.1,57.2,7.1,5.39,22.5,137.1,83.5,120.2,Sprinkler,148.1,4.86,0.82,0.52,0.63,22371,85319,14094,-71225,698,0.903,56.6,-58381.147540983606,11552.459016393443,69933.60655737705,0.6344,-0.0043999999999999595,-71225,0,0.14337747130185677
SF11710,Madhya Pradesh,Nalgonda,Rice,Kharif,12.43,1008.1,32.1,66.4,5.6,6.64,28.1,93.7,59.0,78.8,Drip,205.4,4.04,0.83,3.42,42.51,20719,834823,880765,45942,13733,3.095,52.0,3696.0579243765087,70858.00482703137,67161.94690265488,42.5106,-0.0005999999999986017,45942,0,0.1765914996511539
SF11711,Tamil Nadu,Ludhiana,Pulses,Kharif,10.72,842.5,23.1,78.4,7.6,6.12,29.9,65.1,45.2,126.6,Sprinkler,190.7,6.12,0.82,0.95,10.18,69978,894889,712376,-182513,4098,2.484,44.4,-17025.466417910447,66452.98507462686,83478.45149253731,10.184,-0.0039999999999995595,-182513,0,0.1805683780097181
SF11712,Tamil Nadu,Raichur,Pulses,Kharif,6.01,778.5,25.1,62.5,4.1,6.49,34.5,134.3,58.6,91.9,Rainfed,185.5,3.11,1.0,1.51,9.08,64699,408237,587467,179230,1284,7.072,57.8,29821.96339434276,97748.25291181364,67926.28951747088,9.075099999999999,0.004900000000001015,179230,0,0.17327963793236928
SF11713,Telangana,Erode,Sugarcane,Rabi,14.66,253.1,26.8,50.0,8.8,7.26,27.4,95.7,72.0,118.1,Rainfed,190.2,1.7,0.98,34.78,509.87,3579,808095,1824825,1016730,14661,34.777,39.7,69354.02455661664,124476.46657571623,55122.44201909959,509.8748,-0.004799999999988813,1016730,0,0.4354212646824101
SF11714,Gujarat,Rajkot,Cotton,Rabi,13.13,187.1,22.9,54.1,8.7,6.45,29.3,96.1,33.7,128.5,Flood,218.3,7.19,0.87,1.03,13.52,52201,1088504,705758,-382746,12377,1.092,31.9,-29150.49504950495,53751.56130997715,82902.0563594821,13.523900000000001,-0.003900000000001569,-382746,0,0.2043134126949877
SF11715,Punjab,Warangal,Wheat,Kharif,5.55,1117.3,30.4,74.2,6.3,6.71,29.9,120.6,38.2,98.6,Rainfed,331.3,5.7,0.85,2.3,12.76,24846,459378,317035,-142343,1725,7.397,58.3,-25647.38738738739,57123.423423423425,82770.81081081081,12.764999999999999,-0.004999999999999005,-142343,0,0.15977664688888574
SF11716,Gujarat,Indore,Sugarcane,Kharif,6.32,689.0,29.6,68.2,5.9,6.68,30.5,125.9,71.8,103.9,Drip,171.0,0.5,0.75,101.44,641.1,3077,364374,1972665,1608291,11781,54.418,60.1,254476.4240506329,312130.5379746835,57654.11392405063,641.1008,-0.0008000000000265572,1608291,0,0.6286100238322063
SF11717,Gujarat,Nashik,Wheat,Rabi,4.41,208.4,27.9,61.6,8.6,7.51,25.1,149.5,49.6,46.1,Flood,214.0,4.27,0.9,0.97,4.28,22746,340731,97353,-243378,2945,1.453,42.0,-55187.755102040814,22075.51020408163,77263.26530612244,4.2777,0.0022999999999999687,-243378,0,0.18169736667022257
SF11718,Gujarat,Ludhiana,Rice,Zaid,0.85,388.1,29.0,54.6,8.7,6.57,15.3,120.2,62.5,128.1,Sprinkler,286.7,5.99,1.0,2.85,2.42,22581,66219,54646,-11573,1294,1.87,41.0,-13615.29411764706,64289.41176470588,77904.70588235294,2.4225,-0.0024999999999999467,-11573,0,0.20143517410787726
SF11719,Karnataka,Nalgonda,Rice,Rabi,14.42,450.9,23.6,72.4,7.7,6.82,31.6,114.1,70.4,140.5,Sprinkler,204.6,6.71,0.65,3.91,56.38,25392,952561,1431601,479040,21350,2.641,53.5,33220.52704576976,99278.84882108183,66058.32177531207,56.382200000000005,-0.002200000000001978,479040,0,0.19209134890782933
SF11720,Punjab,Ludhiana,Pulses,Kharif,9.51,623.9,26.4,84.7,7.4,6.27,34.3,91.7,55.2,94.8,Drip,175.5,3.77,0.93,1.17,11.13,56008,472580,623369,150789,3527,3.156,61.9,15855.83596214511,65548.79074658254,49692.95478443743,11.1267,0.003300000000001191,150789,0,0.14660794294405016
SF11721,Madhya Pradesh,Rajkot,Rice,Rabi,5.38,509.7,19.9,38.6,7.2,5.57,14.0,98.6,55.3,55.7,Flood,178.4,3.24,0.65,0.49,2.64,23322,348779,61570,-287209,9528,0.277,17.2,-53384.57249070632,11444.237918215613,64828.810408921934,2.6362,0.0038000000000000256,-287209,0,0.2486753491114536
SF11722,Telangana,Erode,Pulses,Rabi,10.52,99.1,21.9,52.1,8.9,5.49,22.9,139.1,71.9,118.1,Flood,139.5,3.74,0.88,0.3,3.16,65722,535978,207682,-328296,4789,0.66,47.8,-31206.84410646388,19741.634980988594,50948.47908745248,3.1559999999999997,0.004000000000000448,-328296,0,0.15631292257626128
SF11723,Maharashtra,Nalgonda,Groundnut,Rabi,7.01,499.4,22.1,60.0,7.7,7.19,24.6,104.7,64.1,93.0,Flood,312.6,3.44,0.95,1.29,9.04,57788,568807,522404,-46403,5477,1.651,51.0,-6619.543509272468,74522.68188302426,81142.22539229672,9.0429,-0.0029000000000003467,-46403,0,0.16547137499907488
SF11724,Maharashtra,Nashik,Sugarcane,Kharif,13.62,552.2,28.6,61.0,8.1,5.76,25.0,132.1,42.2,85.6,Sprinkler,116.9,5.87,0.85,26.4,359.57,3341,932036,1201323,269287,21437,16.773,52.0,19771.439060205583,88202.86343612336,68431.42437591778,359.568,0.0020000000000095497,269287,0,0.28672563679717367
SF11725,Andhra Pradesh,Rajkot,Rice,Kharif,12.14,994.5,24.6,63.5,7.2,7.77,39.2,112.7,63.2,134.3,Flood,286.5,3.23,0.82,0.95,11.53,23311,842078,268776,-573302,21359,0.54,72.4,-47224.21746293245,22139.70345963756,69363.92092257002,11.533,-0.0030000000000001137,-573302,0,0.07282385378054239
SF11726,Telangana,Warangal,Pulses,Rabi,13.42,683.7,23.2,55.0,4.1,6.44,25.9,135.4,77.5,148.1,Rainfed,182.2,6.77,0.87,1.52,20.4,74239,662530,1514476,851946,2805,7.273,51.4,63483.3084947839,112852.1609538003,49368.852459016394,20.3984,0.0015999999999998238,851946,0,0.22435496161163906
SF11727,Punjab,Krishna,Maize,Kharif,10.31,852.4,22.7,80.2,4.8,6.97,35.0,159.6,57.8,107.1,Rainfed,214.5,6.66,0.77,3.93,40.52,18412,686760,746054,59294,3185,12.722,45.6,5751.115421920465,72362.17264791465,66611.05722599418,40.5183,0.0016999999999995907,59294,0,0.2277555554566921
SF11728,Madhya Pradesh,Rajkot,Chilli,Kharif,5.88,888.8,25.8,68.7,6.5,7.29,30.1,125.0,31.7,80.3,Drip,200.6,5.71,0.98,2.4,14.11,124599,412314,1758092,1345778,3154,4.474,51.9,228873.80952380953,298995.2380952381,70121.42857142858,14.112,-0.002000000000000668,1345778,0,0.2392699086936416
SF11729,Gujarat,Ludhiana,Maize,Rabi,7.95,264.3,26.6,54.9,7.4,7.85,31.7,155.3,69.8,116.6,Drip,218.3,8.01,0.82,0.87,6.92,17059,545383,118048,-427335,3863,1.791,29.8,-53752.83018867925,14848.80503144654,68601.63522012578,6.9165,0.0034999999999998366,-427335,0,0.21029102069408495
SF11730,Punjab,Krishna,Wheat,Zaid,3.8,236.3,35.4,35.2,7.9,5.67,14.8,163.5,85.0,96.8,Drip,180.1,9.02,0.93,0.58,2.2,25027,243974,55059,-188915,1896,1.16,22.3,-49714.47368421053,14489.21052631579,64203.68421052632,2.2039999999999997,-0.0039999999999995595,-188915,0,0.24105276826241856
SF11731,Karnataka,Nalgonda,Sugarcane,Rabi,6.28,127.7,23.7,60.3,8.2,6.55,23.1,128.1,80.9,114.7,Rainfed,236.9,5.59,0.66,44.48,279.33,3761,403898,1050560,646662,6079,45.95,35.4,102971.65605095541,167286.62420382164,64314.96815286624,279.3344,-0.004400000000032378,646662,0,0.49002755981072993
SF11732,Andhra Pradesh,Krishna,Groundnut,Kharif,3.04,993.8,31.5,79.1,5.9,7.47,18.2,137.9,60.9,119.4,Flood,40.1,5.01,0.97,1.01,3.07,55783,174834,171254,-3580,1784,1.721,62.4,-1177.6315789473683,56333.55263157895,57511.18421052631,3.0704000000000002,-0.00040000000000040004,-3580,0,0.13302553657657962
SF11733,Tamil Nadu,Nashik,Chilli,Rabi,6.46,383.0,22.2,51.6,6.9,6.33,23.9,91.6,53.7,80.7,Sprinkler,171.8,6.32,0.92,1.93,12.47,103594,458157,1291817,833660,3709,3.362,29.2,129049.53560371517,199971.6718266254,70922.13622291022,12.467799999999999,0.002200000000001978,833660,0,0.27839316431816663
SF11734,Andhra Pradesh,Nashik,Sugarcane,Kharif,6.22,560.7,30.5,84.7,7.4,7.05,36.4,91.6,52.2,102.2,Rainfed,204.3,4.23,0.67,50.8,315.98,3112,444267,983330,539063,5797,54.508,59.6,86666.07717041801,158091.63987138265,71425.56270096463,315.97599999999994,0.004000000000075943,539063,0,0.45538176043965417
SF11735,Tamil Nadu,Rajkot,Wheat,Kharif,7.22,1003.3,28.2,72.5,7.2,5.82,32.5,167.8,50.0,112.8,Flood,131.0,4.93,0.7,1.17,8.45,20693,377997,174856,-203141,4928,1.715,61.8,-28135.872576177288,24218.282548476454,52354.15512465374,8.4474,0.0025999999999992696,-203141,0,0.12589021687088991
SF11736,Gujarat,Guntur,Rice,Rabi,12.42,468.0,25.3,70.4,6.3,7.19,22.7,137.9,48.1,49.9,Flood,134.5,5.15,0.76,2.32,28.81,23388,759887,673808,-86079,23569,1.222,32.7,-6930.676328502415,54251.851851851854,61182.52818035427,28.8144,-0.004400000000000404,-86079,0,0.21935133209886498
SF11737,Andhra Pradesh,Krishna,Rice,Kharif,3.25,1066.6,27.1,94.3,6.7,5.29,28.3,149.1,66.7,128.5,Drip,257.6,6.34,0.86,0.36,1.17,23946,240158,28017,-212141,3976,0.294,66.7,-65274.153846153844,8620.615384615385,73894.76923076923,1.17,0.0,-212141,0,0.10440861548675297
SF11738,Gujarat,Nalgonda,Groundnut,Rabi,8.79,456.2,19.7,61.2,6.5,5.56,26.3,126.4,52.3,76.8,Flood,174.9,8.93,0.77,0.33,2.9,52760,548150,153004,-395146,5007,0.579,25.3,-44954.03868031855,17406.598407281002,62360.63708759955,2.9007,-0.000700000000000145,-395146,0,0.22006168333873635
SF11739,Telangana,Indore,Chilli,Kharif,9.89,1053.2,27.9,82.4,6.8,6.56,30.0,136.6,47.3,95.1,Drip,85.3,1.97,0.88,2.77,27.4,91827,614229,2516060,1901831,5801,4.723,67.4,192298.3822042467,254404.44893832153,62106.06673407482,27.395300000000002,0.004699999999996152,1901831,0,0.22069280048721593
SF11740,Andhra Pradesh,Raichur,Chilli,Kharif,8.05,585.4,25.5,71.4,7.5,6.36,32.5,54.4,39.4,123.2,Flood,109.9,6.58,0.97,2.18,17.55,101917,533839,1788643,1254804,6894,2.546,47.4,155876.27329192546,222191.67701863352,66315.40372670807,17.549000000000003,0.0009999999999976694,1254804,0,0.24184507515910472
SF11741,Maharashtra,Nalgonda,Rice,Kharif,5.91,769.8,26.7,65.0,6.8,7.25,33.9,129.7,41.8,150.4,Rainfed,132.6,3.44,0.89,3.46,20.45,19326,304198,395217,91019,5718,3.576,57.1,15400.846023688662,66872.58883248731,51471.74280879865,20.4486,0.00140000000000029,91019,0,0.1651038075837248
SF11742,Tamil Nadu,Indore,Wheat,Rabi,4.33,517.8,25.8,53.5,8.4,6.87,22.6,101.2,50.9,112.4,Rainfed,196.4,2.67,0.96,2.64,11.43,24299,290504,277738,-12766,1274,8.972,41.3,-2948.2678983833716,64142.72517321016,67090.99307159353,11.4312,-0.001200000000000756,-12766,0,0.2222536519607131
SF11743,Telangana,Guntur,Rice,Kharif,1.93,912.6,25.6,63.1,6.4,5.93,35.0,147.2,37.4,113.8,Sprinkler,164.6,4.0,0.75,2.33,4.5,23848,147617,107316,-40301,3017,1.492,40.1,-20881.34715025907,55604.14507772021,76485.49222797928,4.4969,0.0030999999999998806,-40301,0,0.20030660834128575
SF11744,Tamil Nadu,Raichur,Pulses,Zaid,3.03,192.5,30.0,53.7,9.1,7.16,28.9,150.0,48.0,103.8,Sprinkler,117.9,8.06,0.87,0.86,2.61,75127,178661,196081,17420,1083,2.41,25.8,5749.1749174917495,64713.201320132015,58964.026402640266,2.6058,0.0041999999999999815,17420,0,0.24485397508616316
SF11745,Andhra Pradesh,Rajkot,Groundnut,Zaid,4.73,253.5,33.7,40.1,6.8,6.79,24.6,166.7,58.9,97.8,Flood,184.3,1.67,0.86,1.4,6.62,43672,292272,289109,-3163,3024,2.189,43.6,-668.7103594080338,61122.41014799154,61791.12050739957,6.622,-0.0019999999999997797,-3163,0,0.19149669994287277
SF11746,Andhra Pradesh,Ludhiana,Maize,Zaid,12.91,212.1,30.1,49.1,8.4,7.11,24.0,150.7,40.4,101.5,Drip,150.9,5.91,0.78,2.83,36.54,20703,812013,756488,-55525,5956,6.135,37.0,-4300.929512006197,58597.05654531371,62897.986057319904,36.5353,0.004699999999999704,-55525,0,0.2246406346515455
SF11747,Madhya Pradesh,Ludhiana,Sugarcane,Kharif,4.75,741.1,26.7,59.8,7.0,7.09,27.6,101.5,45.1,124.5,Rainfed,201.8,7.19,0.8,59.05,280.49,3312,294912,928983,634071,3601,77.892,54.8,133488.63157894736,195575.36842105264,62086.73684210526,280.4875,0.0024999999999977263,634071,0,0.5678868225554181
SF11748,Madhya Pradesh,Raichur,Wheat,Rabi,9.28,559.5,18.0,49.6,7.8,6.25,21.3,188.8,78.2,103.2,Rainfed,257.3,6.69,0.89,2.07,19.21,20218,650242,388388,-261854,2863,6.71,21.4,-28217.025862068967,41852.1551724138,70069.18103448277,19.2096,0.0004000000000026205,-261854,0,0.26143516767896985
SF11749,Punjab,Nalgonda,Sugarcane,Rabi,9.61,157.1,21.8,65.2,7.5,6.71,20.9,148.8,68.2,93.5,Flood,154.6,6.21,0.9,46.96,451.29,3243,551843,1463533,911690,24478,18.437,21.7,94868.88657648284,152292.7159209157,57423.82934443289,451.2856,0.004400000000032378,911690,0,0.4629910914776139
SF11750,Karnataka,Nalgonda,Rice,Zaid,13.8,477.0,28.1,40.6,8.4,7.86,23.4,82.8,48.3,77.3,Flood,299.7,4.88,0.97,0.51,7.04,22978,963976,161765,-802211,23354,0.301,44.7,-58131.23188405797,11722.101449275362,69853.33333333333,7.038,0.0019999999999997797,-802211,0,0.1428574900886234
SF11751,Karnataka,Rajkot,Cotton,Zaid,6.62,273.3,33.9,45.8,7.0,6.21,24.3,142.7,92.7,108.4,Rainfed,290.4,4.08,0.84,0.64,4.24,68676,472649,291186,-181463,2459,1.724,28.2,-27411.32930513595,43985.800604229604,71397.12990936555,4.236800000000001,0.0031999999999996476,-181463,0,0.22573780986364875
SF11752,Karnataka,Erode,Rice,Rabi,9.38,359.7,23.8,46.7,7.8,8.31,23.9,151.0,57.9,113.2,Drip,280.7,5.71,0.99,0.3,2.81,22737,634846,63891,-570955,11590,0.242,36.9,-60869.40298507462,6811.407249466951,67680.81023454157,2.814,-0.0040000000000000036,-570955,0,0.17617206878782887
SF11753,Karnataka,Nashik,Wheat,Kharif,12.04,1137.7,30.7,64.5,6.3,7.08,38.6,115.3,74.2,95.4,Flood,183.9,2.98,0.95,1.9,22.88,25535,888555,584241,-304314,9536,2.399,71.6,-25275.249169435217,48525.0,73800.24916943522,22.875999999999998,0.004000000000001336,-304314,0,0.09592489958673811
SF11754,Karnataka,Erode,Cotton,Kharif,10.06,568.2,26.5,68.8,6.6,6.75,35.6,127.2,39.8,112.0,Flood,140.6,2.2,0.88,1.86,18.71,70175,454507,1312974,858467,9314,2.009,53.2,85334.69184890656,130514.31411530814,45179.62226640159,18.7116,-0.0015999999999998238,858467,0,0.2036165666072361
SF11755,Gujarat,Erode,Pulses,Zaid,4.86,561.8,32.1,62.1,7.4,5.58,16.3,140.1,31.1,110.1,Rainfed,254.8,5.98,1.0,0.3,1.46,54096,352213,78980,-273233,1094,1.335,56.6,-56220.78189300411,16251.028806584362,72471.81069958847,1.458,0.0020000000000000018,-273233,0,0.134775488936843
SF11756,Gujarat,Guntur,Rice,Kharif,11.23,582.0,32.5,67.9,6.5,7.67,32.3,165.8,21.7,90.4,Rainfed,142.1,7.92,0.76,1.12,12.58,26125,649666,328652,-321014,9487,1.326,33.1,-28585.39626001781,29265.53873552983,57850.934995547635,12.577600000000002,0.0023999999999979593,-321014,0,0.20457131478758656
SF11757,Karnataka,Nashik,Rice,Rabi,12.28,260.4,19.8,49.5,6.0,6.02,25.5,152.6,68.5,124.7,Rainfed,232.6,8.97,0.81,1.14,14.0,22727,1005380,318178,-687202,9385,1.492,29.8,-55961.07491856678,25910.26058631922,81871.335504886,13.999199999999998,0.0008000000000016882,-687202,0,0.19790993843431215
SF11758,Maharashtra,Krishna,Cotton,Rabi,7.72,489.3,20.6,42.9,6.4,6.24,24.0,165.8,48.3,72.3,Flood,145.2,4.86,1.0,1.36,10.5,86548,504676,908754,404078,6656,1.578,38.5,52341.709844559584,117714.24870466322,65372.53886010363,10.4992,0.0007999999999999119,404078,0,0.2236550923991666
SF11759,Karnataka,Nashik,Cotton,Rabi,12.99,840.0,21.2,49.4,6.7,6.53,12.4,137.5,51.8,196.9,Drip,252.1,5.4,0.86,2.1,27.28,78333,983344,2136924,1153580,7905,3.451,40.8,88805.23479599692,164505.31177829098,75700.07698229408,27.279,0.0010000000000012221,1153580,0,0.25943643479587264
SF11760,Maharashtra,Raichur,Maize,Zaid,1.85,203.0,30.9,52.3,8.5,6.25,22.9,116.0,61.3,136.0,Flood,257.0,5.54,0.85,2.18,4.03,23059,140841,92928,-47913,1481,2.721,29.9,-25898.918918918916,50231.351351351346,76130.27027027027,4.033,-0.0030000000000001137,-47913,0,0.23383120582027828
SF11761,Telangana,Guntur,Maize,Kharif,14.79,862.2,26.3,82.8,8.2,7.82,31.5,180.3,56.7,102.6,Flood,101.2,4.98,0.67,0.99,14.64,23574,994452,345123,-649329,12670,1.155,49.3,-43903.24543610548,23334.888438133876,67238.13387423936,14.6421,-0.0020999999999986585,-649329,0,0.14014166035397546
SF11762,Telangana,Guntur,Maize,Rabi,5.19,466.8,24.7,48.7,9.3,7.1,24.5,113.6,44.8,132.5,Drip,153.7,2.56,0.96,3.67,19.05,20383,325294,388296,63002,2629,7.246,53.8,12139.113680154142,74816.18497109826,62677.07129094412,19.0473,0.002700000000000813,63002,0,0.1856673702335578
SF11763,Punjab,Nalgonda,Cotton,Rabi,10.46,556.9,19.4,46.7,7.3,6.12,12.2,110.3,22.6,137.3,Sprinkler,287.8,4.25,0.9,1.01,10.56,54636,820752,576956,-243796,7225,1.462,28.5,-23307.456978967493,55158.31739961758,78465.77437858508,10.5646,-0.0045999999999999375,-243796,0,0.22203146346857627
SF11764,Gujarat,Guntur,Cotton,Rabi,6.4,361.8,26.2,61.2,8.4,7.07,14.8,127.0,88.5,100.2,Flood,306.8,5.44,0.86,1.53,9.79,78705,518027,770522,252495,5735,1.707,47.8,39452.34375,120394.0625,80941.71875,9.792000000000002,-0.0020000000000024443,252495,0,0.18970457856033318
SF11765,Punjab,Nalgonda,Rice,Kharif,1.85,749.7,28.4,71.9,7.9,8.08,28.5,76.6,89.5,107.9,Rainfed,221.0,2.03,0.69,0.34,0.63,23263,130753,14656,-116097,1508,0.418,44.1,-62755.13513513513,7922.162162162162,70677.2972972973,0.6290000000000001,0.0009999999999998899,-116097,0,0.17656616871689862
SF11766,Madhya Pradesh,Rajkot,Wheat,Kharif,11.69,956.0,26.8,76.5,7.1,6.94,35.0,143.6,43.5,127.2,Flood,125.6,5.95,0.85,3.19,37.29,21842,772588,814488,41900,8685,4.294,52.2,3584.26005132592,69673.90932420873,66089.6492728828,37.2911,-0.001100000000000989,41900,0,0.1790013013088131
SF11767,Punjab,Krishna,Maize,Kharif,9.56,722.9,29.3,69.9,7.4,6.74,37.9,138.6,52.6,150.7,Flood,55.7,5.83,0.75,5.81,55.54,20129,591755,1117965,526210,6885,8.067,49.0,55042.8870292887,116941.94560669456,61899.058577405856,55.5436,-0.0035999999999987153,526210,0,0.2294223708948227
SF11768,Andhra Pradesh,Indore,Cotton,Zaid,14.41,221.4,34.2,47.0,7.3,7.76,17.7,107.1,33.0,142.9,Drip,178.1,3.05,0.97,0.3,4.32,70927,995405,306405,-689000,9916,0.436,38.2,-47814.01804302567,21263.358778625952,69077.37682165163,4.3229999999999995,-0.0029999999999992255,-689000,0,0.16740614501359646
SF11769,Andhra Pradesh,Guntur,Maize,Zaid,12.36,525.7,33.1,50.0,7.1,5.52,19.6,162.5,64.4,155.6,Drip,159.9,1.41,0.82,0.68,8.4,22199,689540,186472,-503068,6330,1.327,57.7,-40701.29449838188,15086.731391585761,55788.02588996764,8.4048,-0.004799999999999471,-503068,0,0.1217013281603588
SF11770,Karnataka,Ludhiana,Wheat,Kharif,8.74,1025.0,28.8,70.6,7.0,7.1,27.5,111.7,81.0,153.3,Sprinkler,124.8,6.39,0.7,2.31,20.19,19938,569442,402548,-166894,4539,4.448,66.3,-19095.423340961097,46058.12356979405,65153.54691075515,20.189400000000003,0.0005999999999986017,-166894,0,0.1255649737966278
SF11771,Gujarat,Nalgonda,Chilli,Rabi,3.32,363.9,23.6,70.1,8.4,5.2,31.4,131.9,36.7,80.1,Drip,126.4,3.91,0.68,0.3,1.0,96843,187584,96843,-90741,1607,0.622,49.4,-27331.6265060241,29169.578313253012,56501.20481927711,0.9959999999999999,0.004000000000000115,-90741,0,0.16249649184626344
SF11772,Gujarat,Warangal,Cotton,Rabi,1.59,480.3,24.6,39.2,7.9,6.2,28.1,136.3,31.1,99.5,Drip,182.8,4.95,0.78,1.56,2.48,66071,108392,163856,55464,1138,2.179,38.7,34883.018867924526,103054.08805031446,68171.06918238994,2.4804000000000004,-0.00040000000000040004,55464,0,0.20919362621056922
SF11773,Andhra Pradesh,Nashik,Chilli,Rabi,6.43,662.3,26.0,49.3,7.5,7.87,30.8,115.2,82.4,72.4,Rainfed,194.4,3.44,0.93,0.5,3.22,89133,409408,287008,-122400,2226,1.447,50.7,-19035.769828926906,44635.76982892691,63671.53965785381,3.215,0.0050000000000003375,-122400,0,0.16023080908281684
SF11774,Tamil Nadu,Ludhiana,Chilli,Rabi,4.23,650.7,22.7,44.1,7.4,6.47,27.4,104.5,42.3,146.8,Drip,262.8,4.95,0.9,2.88,12.18,106077,288984,1292018,1003034,2202,5.531,48.4,237123.8770685579,305441.6075650118,68317.73049645389,12.182400000000001,-0.002400000000001512,1003034,0,0.23823012483375347
SF11775,Tamil Nadu,Guntur,Pulses,Kharif,5.12,771.5,34.0,69.7,6.4,7.98,33.9,170.6,67.5,97.4,Flood,209.0,6.0,0.82,0.3,1.54,96590,374195,148749,-225446,2602,0.592,48.1,-44032.421875,29052.5390625,73084.9609375,1.536,0.0040000000000000036,-225446,0,0.15999856316215932
SF11776,Telangana,Indore,Sugarcane,Kharif,9.76,1009.5,28.7,69.1,6.2,7.09,31.6,95.9,70.8,65.0,Drip,305.7,4.26,0.77,56.17,548.22,3887,707549,2130931,1423382,15700,34.918,45.3,145838.31967213115,218333.09426229508,72494.77459016394,548.2192,0.0008000000000265572,1423382,0,0.4910000257603572
SF11777,Gujarat,Ludhiana,Wheat,Kharif,12.51,710.1,27.5,67.1,6.1,6.0,25.2,94.5,43.3,127.2,Flood,102.7,4.94,0.98,2.41,30.15,23918,784297,721128,-63169,8163,3.693,47.7,-5049.480415667466,57644.12470023981,62693.605115907274,30.1491,0.0008999999999979025,-63169,0,0.18369971400117946
SF11778,Maharashtra,Rajkot,Rice,Rabi,4.98,168.3,18.9,60.0,9.4,7.94,24.0,74.0,39.8,105.1,Flood,202.4,5.04,0.89,0.32,1.59,23448,347808,37282,-310526,9333,0.17,28.6,-62354.61847389558,7486.345381526104,69840.96385542168,1.5936000000000001,-0.0036000000000000476,-310526,0,0.21286374250307538
